benchmark,task_column,task_id,representativeness_score,leave_one_out_aggregate_correlation,useful_representativeness_score,mean_abs_similarity_to_peer_tasks,difficulty_tier,task_score,observed_mean,observed_std,strength_correlation
humanevalfix,humanevalfix/python-83,python-83,0.9947580769267128,0.9946764098583639,0.18689893631393253,0.8887101637762017,saturated,0.9571428571428572,0.9571428571428572,0.1878992348280843,-0.0438949297600318
humanevalfix,humanevalfix/python-105,python-105,0.9916960880676228,0.9915669196687571,0.15301468966352294,0.8859842643468319,saturated,0.9642857142857144,0.9629629629629628,0.1543160493037011,-0.0453104054186166
humanevalfix,humanevalfix/python-87,python-87,0.9916960880676228,0.9915669196687572,0.15301468966352297,0.8859842643468319,saturated,0.9642857142857144,0.9629629629629628,0.1543160493037011,-0.0453104054186166
humanevalfix,humanevalfix/python-152,python-152,0.9916960880676225,0.9915669196687571,0.15041192338310952,0.8859842643468322,saturated,0.9642857142857144,0.9642857142857144,0.151691147011395,-0.0453104054186166
ineqmath,ineqmath/99,99,0.9856542676590915,0.985322890527459,0.24959666457895024,0.8604307453486855,easy,0.8976190714285713,0.8897436153846153,0.2533145905555256,-0.0801771444588377
kumo,kumo/enzymeenv-t4-a6-v1-s1,enzymeenv-t4-a6-v1-s1,0.9845806761846914,0.9843483708601947,0.1645908112624613,0.7340543736838258,saturated,0.9571428571428572,0.9294117647058824,0.1672078871006105,-0.0611988098632482
humanevalfix,humanevalfix/python-120,python-120,0.9829555797450584,0.982691642238309,0.1113503079915039,0.8779566513279793,saturated,0.9785714285714284,0.9777777777777776,0.1133115447465063,-0.0370368443182662
humanevalfix,humanevalfix/python-51,python-51,0.9829555797450584,0.982691642238309,0.18558384665250652,0.8779566513279793,saturated,0.9642857142857144,0.9629629629629628,0.1888525745775105,-0.0370368443182662
humanevalfix,humanevalfix/python-12,python-12,0.9829555797450584,0.982691642238309,0.07423353866100262,0.8779566513279793,saturated,0.9857142857142858,0.9851851851851852,0.0755410298310042,-0.0370368443182662
humanevalfix,humanevalfix/python-52,python-52,0.9829555797450584,0.982691642238309,0.14589187307400417,0.8779566513279793,saturated,0.9714285714285714,0.9714285714285714,0.148461497791618,-0.0370368443182662
humanevalfix,humanevalfix/python-117,python-117,0.9829555797450584,0.982691642238309,0.07423353866100262,0.8779566513279793,saturated,0.9857142857142858,0.9851851851851852,0.0755410298310042,-0.0370368443182662
humanevalfix,humanevalfix/python-56,python-56,0.9829555797450584,0.982691642238309,0.10941890480550312,0.8779566513279793,saturated,0.9785714285714284,0.9785714285714284,0.1113461233437135,-0.0370368443182662
humanevalfix,humanevalfix/python-47,python-47,0.9829555797450584,0.982691642238309,0.07423353866100262,0.8779566513279793,saturated,0.9857142857142858,0.9851851851851852,0.0755410298310042,-0.0370368443182662
humanevalfix,humanevalfix/python-57,python-57,0.9829555797450584,0.982691642238309,0.07294593653700208,0.8779566513279793,saturated,0.9857142857142858,0.9857142857142858,0.074230748895809,-0.0370368443182662
humanevalfix,humanevalfix/python-48,python-48,0.9829555797450584,0.982691642238309,0.10941890480550312,0.8779566513279793,saturated,0.9785714285714284,0.9785714285714284,0.1113461233437135,-0.0370368443182662
humanevalfix,humanevalfix/python-111,python-111,0.9829555797450584,0.982691642238309,0.1113503079915039,0.8779566513279793,saturated,0.9785714285714284,0.9777777777777776,0.1133115447465063,-0.0370368443182662
humanevalfix,humanevalfix/python-106,python-106,0.9829555797450584,0.982691642238309,0.10941890480550312,0.8779566513279793,saturated,0.9785714285714284,0.9785714285714284,0.1113461233437135,-0.0370368443182662
humanevalfix,humanevalfix/python-6,python-6,0.9829555797450584,0.982691642238309,0.14589187307400417,0.8779566513279793,saturated,0.9714285714285714,0.9714285714285714,0.148461497791618,-0.0370368443182662
humanevalfix,humanevalfix/python-61,python-61,0.9829555797450584,0.982691642238309,0.07423353866100262,0.8779566513279793,saturated,0.9857142857142858,0.9851851851851852,0.0755410298310042,-0.0370368443182662
humanevalfix,humanevalfix/python-63,python-63,0.9829555797450584,0.982691642238309,0.07294593653700208,0.8779566513279793,saturated,0.9857142857142858,0.9857142857142858,0.074230748895809,-0.0370368443182662
humanevalfix,humanevalfix/python-7,python-7,0.9829555797450584,0.982691642238309,0.07294593653700208,0.8779566513279793,saturated,0.9857142857142858,0.9857142857142858,0.074230748895809,-0.0370368443182662
humanevalfix,humanevalfix/python-5,python-5,0.9829555797450584,0.982691642238309,0.07423353866100262,0.8779566513279793,saturated,0.9857142857142858,0.9851851851851852,0.0755410298310042,-0.0370368443182662
humanevalfix,humanevalfix/python-44,python-44,0.9829555797450584,0.982691642238309,0.07294593653700208,0.8779566513279793,saturated,0.9857142857142858,0.9857142857142858,0.074230748895809,-0.0370368443182662
humanevalfix,humanevalfix/python-124,python-124,0.9829555797450584,0.982691642238309,0.14589187307400417,0.8779566513279793,saturated,0.9714285714285714,0.9714285714285714,0.148461497791618,-0.0370368443182662
humanevalfix,humanevalfix/python-29,python-29,0.9829555797450584,0.982691642238309,0.1823648413425053,0.8779566513279793,saturated,0.9642857142857144,0.9642857142857144,0.1855768722395226,-0.0370368443182662
humanevalfix,humanevalfix/python-16,python-16,0.9829555797450584,0.982691642238309,0.10941890480550312,0.8779566513279793,saturated,0.9785714285714284,0.9785714285714284,0.1113461233437135,-0.0370368443182662
humanevalfix,humanevalfix/python-17,python-17,0.9829555797450584,0.982691642238309,0.07423353866100262,0.8779566513279793,saturated,0.9857142857142858,0.9851851851851852,0.0755410298310042,-0.0370368443182662
humanevalfix,humanevalfix/python-23,python-23,0.9829555797450584,0.982691642238309,0.1823648413425053,0.8779566513279793,saturated,0.9642857142857144,0.9642857142857144,0.1855768722395226,-0.0370368443182662
humanevalfix,humanevalfix/python-24,python-24,0.9829555797450584,0.982691642238309,0.14589187307400417,0.8779566513279793,saturated,0.9714285714285714,0.9714285714285714,0.148461497791618,-0.0370368443182662
humanevalfix,humanevalfix/python-148,python-148,0.9829555797450584,0.982691642238309,0.10941890480550312,0.8779566513279793,saturated,0.9785714285714284,0.9785714285714284,0.1113461233437135,-0.0370368443182662
humanevalfix,humanevalfix/python-146,python-146,0.9829555797450584,0.982691642238309,0.14846707732200531,0.8779566513279793,saturated,0.9714285714285714,0.9703703703703704,0.1510820596620085,-0.0370368443182662
humanevalfix,humanevalfix/python-25,python-25,0.9829555797450584,0.982691642238309,0.10941890480550312,0.8779566513279793,saturated,0.9785714285714284,0.9785714285714284,0.1113461233437135,-0.0370368443182662
humanevalfix,humanevalfix/python-4,python-4,0.9829555797450584,0.982691642238309,0.1113503079915039,0.8779566513279793,saturated,0.9785714285714284,0.9777777777777776,0.1133115447465063,-0.0370368443182662
humanevalfix,humanevalfix/python-73,python-73,0.9829555797450584,0.982691642238309,0.10941890480550312,0.8779566513279793,saturated,0.9785714285714284,0.9785714285714284,0.1113461233437135,-0.0370368443182662
humanevalfix,humanevalfix/python-40,python-40,0.9829555797450584,0.982691642238309,0.10941890480550312,0.8779566513279793,saturated,0.9785714285714284,0.9785714285714284,0.1113461233437135,-0.0370368443182662
humanevalfix,humanevalfix/python-137,python-137,0.9829555797450584,0.982691642238309,0.07294593653700208,0.8779566513279793,saturated,0.9857142857142858,0.9857142857142858,0.074230748895809,-0.0370368443182662
humanevalfix,humanevalfix/python-136,python-136,0.9829555797450584,0.982691642238309,0.1113503079915039,0.8779566513279793,saturated,0.9785714285714284,0.9777777777777776,0.1133115447465063,-0.0370368443182662
humanevalfix,humanevalfix/python-135,python-135,0.9829555797450584,0.982691642238309,0.14589187307400417,0.8779566513279793,saturated,0.9714285714285714,0.9714285714285714,0.148461497791618,-0.0370368443182662
humanevalfix,humanevalfix/python-41,python-41,0.9829555797450584,0.982691642238309,0.10941890480550312,0.8779566513279793,saturated,0.9785714285714284,0.9785714285714284,0.1113461233437135,-0.0370368443182662
humanevalfix,humanevalfix/python-127,python-127,0.9829555797450584,0.982691642238309,0.07423353866100262,0.8779566513279793,saturated,0.9857142857142858,0.9851851851851852,0.0755410298310042,-0.0370368443182662
humanevalfix,humanevalfix/python-43,python-43,0.9829555797450584,0.982691642238309,0.07294593653700208,0.8779566513279793,saturated,0.9857142857142858,0.9857142857142858,0.074230748895809,-0.0370368443182662
humanevalfix,humanevalfix/python-71,python-71,0.9829555797450584,0.982691642238309,0.10941890480550312,0.8779566513279793,saturated,0.9785714285714284,0.9785714285714284,0.1113461233437135,-0.0370368443182662
humanevalfix,humanevalfix/python-100,python-100,0.9829555797450584,0.982691642238309,0.1113503079915039,0.8779566513279793,saturated,0.9785714285714284,0.9777777777777776,0.1133115447465063,-0.0370368443182662
humanevalfix,humanevalfix/python-161,python-161,0.9829555797450584,0.982691642238309,0.07423353866100262,0.8779566513279793,saturated,0.9857142857142858,0.9851851851851852,0.0755410298310042,-0.0370368443182662
humanevalfix,humanevalfix/python-96,python-96,0.9829555797450584,0.982691642238309,0.07294593653700208,0.8779566513279793,saturated,0.9857142857142858,0.9857142857142858,0.074230748895809,-0.0370368443182662
humanevalfix,humanevalfix/python-84,python-84,0.9829555797450584,0.982691642238309,0.14846707732200531,0.8779566513279793,saturated,0.9714285714285714,0.9703703703703704,0.1510820596620085,-0.0370368443182662
humanevalfix,humanevalfix/python-80,python-80,0.9829555797450584,0.982691642238309,0.14589187307400417,0.8779566513279793,saturated,0.9714285714285714,0.9714285714285714,0.148461497791618,-0.0370368443182662
humanevalfix,humanevalfix/python-92,python-92,0.9829555797450584,0.982691642238309,0.07294593653700208,0.8779566513279793,saturated,0.9857142857142858,0.9857142857142858,0.074230748895809,-0.0370368443182662
